date,ETH/USDT
2025-09-13 00:00:00+00:00,4666.53
2025-09-14 00:00:00+00:00,4604.49
2025-09-15 00:00:00+00:00,4523.74
2025-09-16 00:00:00+00:00,4501.29
2025-09-17 00:00:00+00:00,4590.53
2025-09-18 00:00:00+00:00,4587.66
2025-09-19 00:00:00+00:00,4468.59
2025-09-20 00:00:00+00:00,4480.42
2025-09-21 00:00:00+00:00,4444.97
2025-09-22 00:00:00+00:00,4199.08
2025-09-23 00:00:00+00:00,4164.26
2025-09-24 00:00:00+00:00,4152.81
2025-09-25 00:00:00+00:00,3874.36
2025-09-26 00:00:00+00:00,4032.24
2025-09-27 00:00:00+00:00,4018.38
2025-09-28 00:00:00+00:00,4142.16
2025-09-29 00:00:00+00:00,4215.07
2025-09-30 00:00:00+00:00,4145.15
2025-10-01 00:00:00+00:00,4348.03
2025-10-02 00:00:00+00:00,4484.35
2025-10-03 00:00:00+00:00,4512.87
2025-10-04 00:00:00+00:00,4487.15
2025-10-05 00:00:00+00:00,4514.32
2025-10-06 00:00:00+00:00,4684.01
2025-10-07 00:00:00+00:00,4447.7
2025-10-08 00:00:00+00:00,4525.72
2025-10-09 00:00:00+00:00,4368.09
2025-10-10 00:00:00+00:00,3829.72
2025-10-11 00:00:00+00:00,3746.79
2025-10-12 00:00:00+00:00,4152.29
2025-10-13 00:00:00+00:00,4240.85
2025-10-14 00:00:00+00:00,4125.02
2025-10-15 00:00:00+00:00,3985.61
2025-10-16 00:00:00+00:00,3894.51
2025-10-17 00:00:00+00:00,3831.57
2025-10-18 00:00:00+00:00,3889.21
2025-10-19 00:00:00+00:00,3982.58
2025-10-20 00:00:00+00:00,3979.22
2025-10-21 00:00:00+00:00,3873.05
2025-10-22 00:00:00+00:00,3805.53
2025-10-23 00:00:00+00:00,3856.8
2025-10-24 00:00:00+00:00,3934.88
2025-10-25 00:00:00+00:00,3953.82
2025-10-26 00:00:00+00:00,4158.46
2025-10-27 00:00:00+00:00,4120.15
2025-10-28 00:00:00+00:00,3979.2
2025-10-29 00:00:00+00:00,3902.99
2025-10-30 00:00:00+00:00,3805.09
2025-10-31 00:00:00+00:00,3847.99
2025-11-01 00:00:00+00:00,3873.77
2025-11-02 00:00:00+00:00,3906.58
2025-11-03 00:00:00+00:00,3603.83
2025-11-04 00:00:00+00:00,3287.05
2025-11-05 00:00:00+00:00,3424.29
2025-11-06 00:00:00+00:00,3315.14
2025-11-07 00:00:00+00:00,3436.05
2025-11-08 00:00:00+00:00,3401.51
2025-11-09 00:00:00+00:00,3583.46
2025-11-10 00:00:00+00:00,3567.85
2025-11-11 00:00:00+00:00,3417.76
2025-11-12 00:00:00+00:00,3414.92
2025-11-13 00:00:00+00:00,3231.54
2025-11-14 00:00:00+00:00,3112.4
2025-11-15 00:00:00+00:00,3167.88
2025-11-16 00:00:00+00:00,3095.29
2025-11-17 00:00:00+00:00,3031.44
2025-11-18 00:00:00+00:00,3123.66
2025-11-19 00:00:00+00:00,3025.48
2025-11-20 00:00:00+00:00,2834.22
2025-11-21 00:00:00+00:00,2765.85
2025-11-22 00:00:00+00:00,2770.12
2025-11-23 00:00:00+00:00,2802.16
2025-11-24 00:00:00+00:00,2953.38
2025-11-25 00:00:00+00:00,2959.36
2025-11-26 00:00:00+00:00,3026.56
2025-11-27 00:00:00+00:00,3015.23
2025-11-28 00:00:00+00:00,3031.15
2025-11-29 00:00:00+00:00,2989.16
2025-11-30 00:00:00+00:00,2991.26
2025-12-01 00:00:00+00:00,2799.07
2025-12-02 00:00:00+00:00,2996.07
2025-12-03 00:00:00+00:00,3188.36
2025-12-04 00:00:00+00:00,3133.26
2025-12-05 00:00:00+00:00,3021.78
2025-12-06 00:00:00+00:00,3038.06
2025-12-07 00:00:00+00:00,3059.85
2025-12-08 00:00:00+00:00,3124.16
2025-12-09 00:00:00+00:00,3318.04
2025-12-10 00:00:00+00:00,3324.14
2025-12-11 00:00:00+00:00,3237.39
2025-12-12 00:00:00+00:00,3084.86
2025-12-13 00:00:00+00:00,3114.64
2025-12-14 00:00:00+00:00,3063.5
2025-12-15 00:00:00+00:00,2964.85
2025-12-16 00:00:00+00:00,2962.3
2025-12-17 00:00:00+00:00,2833.49
2025-12-18 00:00:00+00:00,2828.57
2025-12-19 00:00:00+00:00,2979.5
2025-12-20 00:00:00+00:00,2977.93
2025-12-21 00:00:00+00:00,3002.02
2025-12-22 00:00:00+00:00,3009.49
2025-12-23 00:00:00+00:00,2965.02
2025-12-24 00:00:00+00:00,2947.47
2025-12-25 00:00:00+00:00,2903.95
2025-12-26 00:00:00+00:00,2927.99
2025-12-27 00:00:00+00:00,2949.05
2025-12-28 00:00:00+00:00,2950.91
2025-12-29 00:00:00+00:00,2937.9
2025-12-30 00:00:00+00:00,2973.69
2025-12-31 00:00:00+00:00,2971.64
2026-01-01 00:00:00+00:00,3004.19
2026-01-02 00:00:00+00:00,3125.45
2026-01-03 00:00:00+00:00,3127.11
2026-01-04 00:00:00+00:00,3144.7
2026-01-05 00:00:00+00:00,3224.99
2026-01-06 00:00:00+00:00,3296.84
2026-01-07 00:00:00+00:00,3168.72
2026-01-08 00:00:00+00:00,3106.65
2026-01-09 00:00:00+00:00,3088.4
2026-01-10 00:00:00+00:00,3086.72
2026-01-11 00:00:00+00:00,3123.45
2026-01-12 00:00:00+00:00,3095.75
2026-01-13 00:00:00+00:00,3325.82
2026-01-14 00:00:00+00:00,3354.92
2026-01-15 00:00:00+00:00,3318.69
2026-01-16 00:00:00+00:00,3296.28
2026-01-17 00:00:00+00:00,3310.56
2026-01-18 00:00:00+00:00,3284.03
2026-01-19 00:00:00+00:00,3189.55
2026-01-20 00:00:00+00:00,3187.43
